,source,target
1620,forth,souls
1621,souls,ye
1622,ye,shall
1623,shall,find
1624,find,allah
1625,allah,allah
1626,allah,sees
1627,sees,well
1628,well,ye
1629,say,none
1630,none,shall
1631,shall,enter
1632,enter,paradise
1633,paradise,unless
1634,unless,bejew
1635,bejew,orchristian
1636,orchristian,vain
1637,vain,desires
1638,desires,say
1639,say,produce
1640,produce,proof
1641,proof,ye
1642,ye,truthful
1643,nay,whoever
1644,whoever,submits
1645,submits,whole
1646,whole,self
1647,self,allah
1648,allah,isdoer
1649,isdoer,good
1650,good,get
1651,get,reward
1652,reward,lord
1653,lord,shall
1654,shall,fear
1655,fear,shall
1656,shall,grieve
1657,jews,say
1658,say,christians
1659,christians,naught
1660,naught,stand
1661,stand,upon
1662,upon,christians
1663,christians,say
1664,say,jews
1665,jews,naught
1666,naught,stand
1667,stand,upon
1668,upon,yet
1669,yet,profess
1670,profess,study
1671,study,book
1672,book,like
1673,like,unto
1674,unto,word
1675,word,say
1676,say,know
1677,know,allah
1678,allah,judge
1679,judge,quarrel
1680,quarrel,day
1681,day,judgment
1682,unjust,forbids
1683,forbids,places
1684,places,worship
1685,worship,allah
1686,allah,allah
1687,allah,name
1688,name,celebrated
1689,celebrated,whose
1690,whose,zeal
1691,zeal,fact
1692,fact,ruin
1693,ruin,fitting
1694,fitting,enter
1695,enter,except
1696,except,fear
1697,fear,nothing
1698,nothing,disgrace
1699,disgrace,world
1700,world,world
1701,world,come
1702,come,exceeding
1703,exceeding,torment
1704,allah,belong
1705,belong,east
1706,east,west
1707,west,whithersoever
1708,whithersoever,ye
1709,ye,turn
1710,turn,presence
1711,presence,allah
1712,allah,allah
1713,allah,pervading
1714,pervading,knowing
1715,say,allah
1716,allah,hath
1717,hath,begottenson
1718,begottenson,glory
1719,glory,nay
1720,nay,belongs
1721,belongs,heavens
1722,heavens,earth
1723,earth,everything
1724,everything,renders
1725,renders,worship
1726,due,primal
1727,primal,origin
1728,origin,heavens
1729,heavens,earth
1730,earth,decreethmatter
1731,decreethmatter,saith
1732,say,without
1733,without,knowledge
1734,knowledge,speaketh
1735,speaketh,allah
1736,allah,unto
1737,unto,us
1738,us,cometh
1739,cometh,unto
1740,unto,ussign
1741,ussign,said
1742,said,people
1743,people,words
1744,words,similar
1745,similar,import
1746,import,hearts
1747,hearts,alike
1748,alike,indeed
1749,indeed,made
1750,made,clear
1751,clear,signs
1752,signs,unto
1753,unto,people
1754,people,hold
1755,hold,firmly
1756,firmly,faith
1757,faith,hearts
1758,verily,sent
1759,sent,thee
1760,thee,truth
1761,truth,asbearer
1762,asbearer,glad
1763,glad,tidings
1764,tidings,andwarner
1765,andwarner,thee
1766,thee,question
1767,question,shall
1768,shall,asked
1769,asked,companions
1770,companions,blazing
1771,blazing,fire
1772,never,jews
1773,jews,christians
1774,christians,satisfied
1775,satisfied,thee
1776,thee,unless
1777,unless,thou
1778,thou,follow
1779,follow,form
1780,form,religion
1781,religion,say
1782,say,guidance
1783,guidance,allah
1784,allah,guidance
1785,guidance,wert
1786,wert,thou
1787,thou,follow
1788,follow,desires
1789,desires,knowledge
1790,knowledge,hath
1791,hath,reached
1792,reached,thee
1793,thee,wouldst
1794,wouldst,thou
1795,thou,find
1796,find,neither
1797,neither,protector
1798,protector,helper
1799,helper,allah
1800,sent,book
1801,book,study
1802,study,studied
1803,studied,ones
1804,ones,believe
1805,believe,therein
1806,therein,reject
1807,reject,faith
1808,faith,therein
1809,therein,loss
1810,children,israel
1811,israel,call
1812,call,mind
1813,mind,special
1814,special,favour
1815,favour,whichbestowed
1816,whichbestowed,upon
1817,upon,thatpreferred
1818,thatpreferred,others
1819,others,message
1820,guard,againstday
1821,againstday,one
1822,one,soul
1823,soul,shall
1824,shall,avail
1825,avail,another
1826,another,shall
1827,shall,compensation
1828,compensation,accepted
1829,accepted,shall
1830,shall,intercession
1831,intercession,profit
1832,profit,shall
1833,shall,anyone
1834,anyone,helped
1835,helped,outside
1836,remember,abraham
1837,abraham,tried
1838,tried,lord
1839,lord,certain
1840,certain,commands
1841,commands,fulfilled
1842,fulfilled,said
1843,said,make
1844,make,thee
1845,thee,imam
1846,imam,nations
1847,nations,pleaded
1848,pleaded,also
1849,also,imams
1850,imams,offspring
1851,offspring,answered
1852,answered,promise
1853,promise,within
1854,within,reach
1855,reach,evil
1856,evil,doers
1857,remember,made
1858,made,houseplace
1859,houseplace,assembly
1860,assembly,men
1861,men,andplace
1862,andplace,safety
1863,safety,take
1864,take,ye
1865,ye,station
1866,station,abraham
1867,abraham,asplace
1868,asplace,prayer
1869,prayer,covenanted
1870,covenanted,abraham
1871,abraham,isma
1872,isma,il
1873,il,sanctify
1874,sanctify,house
1875,house,compass
1876,compass,round
1877,round,use
1878,use,asretreat
1879,asretreat,bow
1880,bow,prostrate
1881,prostrate,therein
1882,therein,prayer
1883,remember,abraham
1884,abraham,said
1885,said,lord
1886,lord,make
1887,make,thiscity
1888,thiscity,peace
1889,peace,feed
1890,feed,people
1891,people,fruits
1892,fruits,believe
1893,believe,allah
1894,allah,last
1895,last,day
1896,day,said
1897,said,yea
1898,yea,reject
1899,reject,faith
1900,faith,forwhile
1901,forwhile,willgrant
1902,willgrant,pleasure
1903,pleasure,soon
1904,soon,drive
1905,drive,torment
1906,torment,fire
1907,fire,evil
1908,evil,destination
1909,destination,indeed
1910,remember,abraham
1911,abraham,isma
1912,isma,il
1913,il,raised
1914,raised,foundations
1915,foundations,house
1916,house,prayer
1917,prayer,lord
1918,lord,accept
1919,accept,service
1920,service,us
1921,us,thou
1922,thou,art
1923,art,hearing
1924,hearing,knowing
1925,lord,make
1926,make,us
1927,us,muslims
1928,muslims,bowing
1929,bowing,thy
1930,thy,progenypeople
1931,progenypeople,muslim
1932,muslim,bowing
1933,bowing,thy
1934,thy,show
1935,show,us
1936,us,place
1937,place,celebration
1938,celebration,due
1939,due,rites
1940,rites,turn
1941,turn,unto
1942,unto,us
1943,us,mercy
1944,mercy,thou
1945,thou,art
1946,art,oft
1947,oft,returning
1948,returning,merciful
1949,lord,send
1950,send,amongst
1951,amongst,themmessenger
1952,themmessenger,shall
1953,shall,rehearse
1954,rehearse,thy
1955,thy,signs
1956,signs,instruct
1957,instruct,scripture
1958,scripture,wisdom
1959,wisdom,sanctify
1960,sanctify,thou
1961,thou,art
1962,art,exalted
1963,exalted,might
1964,might,wise
1965,turns,away
1966,away,religion
1967,religion,abraham
1968,abraham,debase
1969,debase,souls
1970,souls,folly
1971,folly,chose
1972,chose,rendered
1973,rendered,pure
1974,pure,world
1975,world,hereafter
1976,hereafter,ranks
1977,ranks,righteous
1978,behold,lord
1979,lord,said
1980,said,bow
1981,bow,thy
1982,thy,said
1983,said,bow
1984,bow,lord
1985,lord,cherisher
1986,cherisher,universe
1987,legacy,abraham
1988,abraham,left
1989,left,sons
1990,sons,jacob
1991,jacob,oh
1992,oh,sons
1993,sons,allah
1994,allah,hath
1995,hath,chosen
1996,chosen,faith
1997,faith,die
1998,die,except
1999,except,faith
2000,faith,islam
2001,ye,witnesses
2002,witnesses,death
2003,death,appeared
2004,appeared,jacob
2005,jacob,behold
2006,behold,said
2007,said,sons
2008,sons,ye
2009,ye,worship
2010,worship,said
2011,said,shall
2012,shall,worship
2013,worship,thy
2014,thy,god
2015,god,god
2016,god,thy
2017,thy,fathers
2018,fathers,abraham
2019,abraham,isma
2020,isma,il
2021,il,isaac
2022,isaac,one
2023,one,true
2024,true,allah
2025,allah,bow
2026,bow,islam
2027,waspeople,hath
2028,hath,passed
2029,passed,away
2030,away,shall
2031,shall,reap
2032,reap,fruit
2033,fruit,ye
2034,ye,ye
2035,ye,merits
2036,merits,question
2037,question,case
2038,say,become
2039,become,jews
2040,jews,christians
2041,christians,ye
2042,ye,would
2043,would,guided
2044,guided,salvation
2045,salvation,say
2046,say,thou
2047,thou,nay
2048,nay,would
2049,would,rather
2050,rather,religion
2051,religion,abraham
2052,abraham,true
2053,true,joined
2054,joined,gods
2055,gods,allah
2056,say,ye
2057,ye,believe
2058,believe,allah
2059,allah,revelation
2060,revelation,given
2061,given,us
2062,us,abraham
2063,abraham,isma
2064,isma,il
2065,il,isaac
2066,isaac,jacob
2067,jacob,tribes
2068,tribes,given
2069,given,moses
2070,moses,jesus
2071,jesus,given
2072,given,prophets
2073,prophets,lord
2074,lord,make
2075,make,difference
2076,difference,one
2077,one,another
2078,another,bow
2079,bow,allah
2080,allah,islam
2081,believe,ye
2082,ye,believe
2083,believe,indeed
2084,indeed,right
2085,right,path
2086,path,turn
2087,turn,back
2088,back,schism
2089,schism,allah
2090,allah,suffice
2091,suffice,thee
2092,thee,hearing
2093,hearing,knowing
2094,religion,baptism
2095,baptism,allah
2096,allah,baptize
2097,baptize,better
2098,better,allah
2099,allah,worship
2100,say,ye
2101,ye,dispute
2102,dispute,us
2103,us,allah
2104,allah,seeing
2105,seeing,lord
2106,lord,lord
2107,lord,responsible
2108,responsible,doings
2109,doings,ye
2110,ye,sincere
2111,sincere,faith
2112,ye,say
2113,say,abraham
2114,abraham,isma
2115,isma,il
2116,il,isaac
2117,isaac,jacob
2118,jacob,tribes
2119,tribes,jews
2120,jews,christians
2121,christians,say
2122,say,ye
2123,ye,know
2124,know,better
2125,better,allah
2126,allah,ah
2127,ah,unjust
2128,unjust,conceal
2129,conceal,testimony
2130,testimony,allah
2131,allah,allah
2132,allah,unmindful
2133,unmindful,ye
2134,waspeople,hath
2135,hath,passed
2136,passed,away
2137,away,shall
2138,shall,reap
2139,reap,fruit
2140,fruit,ye
2141,ye,ye
2142,ye,merits
2143,merits,question
2144,question,case
2145,fools,among
2146,among,people
2147,people,say
2148,say,hath
2149,hath,turned
2150,turned,qibla
2151,qibla,used
2152,used,say
2153,say,allah
2154,allah,belong
2155,belong,east
2156,east,west
2157,west,guideth
2158,guideth,toway
2159,toway,straight
2160,thus,made
2161,made,ummat
2162,ummat,justly
2163,justly,balanced
2164,balanced,ye
2165,ye,might
2166,might,witnesses
2167,witnesses,nations
2168,nations,messengerwitness
2169,messengerwitness,appointed
2170,appointed,qibla
2171,qibla,thou
2172,thou,wast
2173,wast,used
2174,used,test
2175,test,followed
2176,followed,messenger
2177,messenger,would
2178,would,turn
2179,turn,heels
2180,heels,faith
2181,faith,indeed
2182,indeed,waschange
2183,waschange,momentous
2184,momentous,except
2185,except,guided
2186,guided,allah
2187,allah,never
2188,never,would
2189,would,allah
2190,allah,make
2191,make,faith
2192,faith,effect
2193,effect,allah
2194,allah,people
2195,people,surely
2196,surely,full
2197,full,kindness
2198,kindness,merciful
2199,see,turning
2200,turning,thy
2201,thy,face
2202,face,guidance
2203,guidance,heavens
2204,heavens,shall
2205,shall,turn
2206,turn,thee
2207,thee,toqibla
2208,toqibla,shall
2209,shall,please
2210,please,thee
2211,thee,turn
2212,turn,thy
2213,thy,face
2214,face,direction
2215,direction,sacred
2216,sacred,mosque
2217,mosque,wherever
2218,wherever,ye
2219,ye,turn
2220,turn,faces
2221,faces,direction
2222,direction,people
2223,people,book
2224,book,know
2225,know,well
2226,well,truth
2227,truth,lord
2228,lord,allah
2229,allah,unmindful
2230,even,thou
2231,thou,wert
2232,wert,bring
2233,bring,people
2234,people,book
2235,book,signs
2236,signs,together
2237,together,would
2238,would,follow
2239,follow,thy
2240,thy,qibla
2241,qibla,art
2242,art,thou
2243,thou,going
2244,going,follow
2245,follow,qibla
2246,qibla,indeed
2247,indeed,follow
2248,follow,qibla
2249,qibla,thou
2250,thou,knowledge
2251,knowledge,hath
2252,hath,reached
2253,reached,thee
2254,thee,wert
2255,wert,follow
2256,follow,vain
2257,vain,desires
2258,desires,wert
2259,wert,thou
2260,thou,indeed
2261,indeed,clearly
2262,clearly,wrong
2263,people,book
2264,book,know
2265,know,know
2266,know,sons
2267,sons,conceal
2268,conceal,truth
2269,truth,know
2270,truth,thy
2271,thy,lord
2272,lord,doubt
2273,isgoal,allah
2274,allah,turns
2275,turns,strive
2276,strive,together
2277,together,inrace
2278,inrace,towards
2279,towards,good
2280,good,wheresoever
2281,wheresoever,ye
2282,ye,allah
2283,allah,bring
2284,bring,together
2285,together,allah
2286,allah,hath
2287,hath,power
2288,power,things
2289,whencesoever,thou
2290,thou,startest
2291,startest,forth
2292,forth,turn
2293,turn,thy
2294,thy,face
2295,face,direction
2296,direction,sacred
2297,sacred,mosque
2298,mosque,indeed
2299,indeed,truth
2300,truth,lord
2301,lord,allah
2302,allah,unmindful
2303,unmindful,ye
2304,whencesoever,thou
2305,thou,startest
2306,startest,forth
2307,forth,turn
2308,turn,thy
2309,thy,face
2310,face,direction
2311,direction,sacred
2312,sacred,mosque
2313,mosque,wheresoever
2314,wheresoever,ye
2315,ye,turn
2316,turn,face
2317,face,thither
2318,thither,ground
2319,ground,dispute
2320,dispute,among
2321,among,people
2322,people,except
2323,except,bent
2324,bent,wickedness
2325,wickedness,fear
2326,fear,fear
2327,fear,thatmay
2328,thatmay,complete
2329,complete,favours
2330,favours,ye
2331,ye,may
2332,may,consent
2333,consent,guided
2334,similar,favour
2335,favour,ye
2336,ye,already
2337,already,received
2338,received,sent
2339,sent,among
2340,among,youmessenger
2341,youmessenger,rehearsing
2342,rehearsing,signs
2343,signs,sanctifying
2344,sanctifying,instructing
2345,instructing,scripture
2346,scripture,wisdom
2347,wisdom,new
2348,new,knowledge
2349,ye,remember
2350,remember,remember
2351,remember,grateful
2352,grateful,reject
2353,reject,faith
2354,ye,believe
2355,believe,seek
2356,seek,help
2357,help,patient
2358,patient,perseverance
2359,perseverance,prayer
2360,prayer,allah
2361,allah,patiently
2362,patiently,persevere
2363,say,slain
2364,slain,way
2365,way,allah
2366,allah,dead
2367,dead,nay
2368,nay,living
2369,living,though
2370,though,ye
2371,ye,perceive
2372,sure,shall
2373,shall,test
2374,test,something
2375,something,fear
2376,fear,hunger
2377,hunger,loss
2378,loss,goods
2379,goods,lives
2380,lives,fruits
2381,fruits,toil
2382,toil,give
2383,give,glad
2384,glad,tidings
2385,tidings,patiently
2386,patiently,persevere
2387,say,afflicted
2388,afflicted,calamity
2389,calamity,allah
2390,allah,belong
2391,belong,return
2392,descend,blessings
2393,blessings,allah
2394,allah,mercy
2395,mercy,ones
2396,ones,receive
2397,receive,guidance
2398,behold,safa
2399,safa,marwa
2400,marwa,among
2401,among,symbols
2402,symbols,allah
2403,allah,visit
2404,visit,house
2405,house,season
2406,season,times
2407,times,compass
2408,compass,round
2409,round,sin
2410,sin,one
2411,one,obeyeth
2412,obeyeth,impulse
2413,impulse,good
2414,good,sure
2415,sure,allah
2416,allah,recogniseth
2417,recogniseth,knoweth
2418,conceal,clear
2419,clear,signs
2420,signs,sent
2421,sent,guidance
2422,guidance,made
2423,made,clear
2424,clear,people
2425,people,book
2426,book,shall
2427,shall,allah
2428,allah,curse
2429,curse,curse
2430,curse,entitled
2431,entitled,curse
2432,except,repent
2433,repent,make
2434,make,amends
2435,amends,openly
2436,openly,declare
2437,declare,truth
2438,truth,themturn
2439,themturn,foram
2440,foram,oft
2441,oft,returning
2442,returning,merciful
2443,reject,faith
2444,faith,die
2445,die,rejecting
2446,rejecting,allah
2447,allah,curse
2448,curse,curse
2449,curse,angels
2450,angels,mankind
2451,abide,therein
2452,therein,penalty
2453,penalty,lightened
2454,lightened,respite
2455,respite,lot
2456,allah,one
2457,one,allah
2458,allah,god
2459,god,gracious
2460,gracious,merciful
2461,behold,creation
2462,creation,heavens
2463,heavens,earth
2464,earth,alternation
2465,alternation,night
2466,night,day
2467,day,sailing
2468,sailing,ships
2469,ships,ocean
2470,ocean,profit
2471,profit,mankind
2472,mankind,rain
2473,rain,allah
2474,allah,sends
2475,sends,skies
2476,skies,life
2477,life,gives
2478,gives,therewith
2479,therewith,earth
2480,earth,dead
2481,dead,beasts
2482,beasts,kinds
2483,kinds,scatters
2484,scatters,earth
2485,earth,change
2486,change,winds
2487,winds,clouds
2488,clouds,trail
2489,trail,like
2490,like,slaves
2491,slaves,sky
2492,sky,earth
2493,earth,indeed
2494,indeed,signs
2495,signs,forpeople
2496,forpeople,wise
2497,yet,men
2498,men,take
2499,take,worship
2500,worship,others
2501,others,besides
2502,besides,allah
2503,allah,equal
2504,equal,allah
2505,allah,love
2506,love,love
2507,love,allah
2508,allah,faith
2509,faith,overflowing
2510,overflowing,love
2511,love,allah
2512,allah,unrighteous
2513,unrighteous,could
2514,could,see
2515,see,behold
2516,behold,would
2517,would,see
2518,see,penalty
2519,penalty,allah
2520,allah,belongs
2521,belongs,power
2522,power,allah
2523,allah,strongly
2524,strongly,enforce
2525,enforce,penalty
2526,would,followed
2527,followed,clear
2528,clear,follow
2529,follow,would
2530,would,see
2531,see,penalty
2532,penalty,relations
2533,relations,would
2534,would,cut
2535,followed,would
